Premise 1,Premise 2,Inferred,Gemini Response,Pattern
sketch idea PartOf paint picture,paint picture HasSubevent examine partial result,sketch idea HasSubevent examine partial result,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent try certain effect,sketch idea HasSubevent try certain effect,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent think perspective,sketch idea HasSubevent think perspective,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent look different viewpoint,sketch idea HasSubevent look different viewpoint,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent screw up badly,sketch idea HasSubevent screw up badly,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent choose color,sketch idea HasSubevent choose color,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent gain pleasure,sketch idea HasSubevent gain pleasure,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent loose track time,sketch idea HasSubevent loose track time,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent pick up paint brush,sketch idea HasSubevent pick up paint brush,yes,PartOf_HasSubevent
sketch idea PartOf paint picture,paint picture HasSubevent inspiration,sketch idea HasSubevent inspiration,yes,PartOf_HasSubevent
forward pass PartOf football,football HasSubevent attempt score touchdown,forward pass HasSubevent attempt score touchdown,yes,PartOf_HasSubevent
flavor pair PartOf cook,cook HasSubevent use many utensil manage food,flavor pair HasSubevent use many utensil manage food,yes,PartOf_HasSubevent
flavor pair PartOf cook,cook HasSubevent add spice,flavor pair HasSubevent add spice,yes,PartOf_HasSubevent
flavor pair PartOf cook,cook HasSubevent mix ingredient,flavor pair HasSubevent mix ingredient,yes,PartOf_HasSubevent
epistemology how build understand use concept kind wonder PartOf philosophy,philosophy HasSubevent learn,epistemology how build understand use concept kind wonder HasSubevent learn,yes,PartOf_HasSubevent
day elect president PartOf holiday,holiday HasSubevent take break,day elect president HasSubevent take break,yes,PartOf_HasSubevent
chistmas PartOf holiday,holiday HasSubevent take break,chistmas HasSubevent take break,yes,PartOf_HasSubevent
1440 minute PartOf day,day HasSubevent light out,1440 minute HasSubevent light out,yes,PartOf_HasSubevent
86400 second PartOf day,day HasSubevent light out,86400 second HasSubevent light out,yes,PartOf_HasSubevent
cupule PartOf plant,plant HasSubevent want grow,cupule HasSubevent want grow,yes,PartOf_HasSubevent
bulbil PartOf plant,plant HasSubevent want grow,bulbil HasSubevent want grow,yes,PartOf_HasSubevent
drupelet PartOf plant,plant HasSubevent want grow,drupelet HasSubevent want grow,yes,PartOf_HasSubevent
midrib PartOf plant,plant HasSubevent want grow,midrib HasSubevent want grow,yes,PartOf_HasSubevent
mycelium PartOf plant,plant HasSubevent want grow,mycelium HasSubevent want grow,yes,PartOf_HasSubevent
juice sac PartOf plant,plant HasSubevent want grow,juice sac HasSubevent want grow,yes,PartOf_HasSubevent
loculu PartOf plant,plant HasSubevent want grow,loculu HasSubevent want grow,yes,PartOf_HasSubevent
segment PartOf plant,plant HasSubevent want grow,segment HasSubevent want grow,yes,PartOf_HasSubevent
receptacle PartOf plant,plant HasSubevent want grow,receptacle HasSubevent want grow,yes,PartOf_HasSubevent
septum PartOf plant,plant HasSubevent want grow,septum HasSubevent want grow,yes,PartOf_HasSubevent
volva PartOf plant,plant HasSubevent want grow,volva HasSubevent want grow,yes,PartOf_HasSubevent
funiculu PartOf plant,plant HasSubevent want grow,funiculu HasSubevent want grow,yes,PartOf_HasSubevent
green walnut PartOf plant,plant HasSubevent want grow,green walnut HasSubevent want grow,yes,PartOf_HasSubevent
epicalyx PartOf plant,plant HasSubevent want grow,epicalyx HasSubevent want grow,yes,PartOf_HasSubevent
underground stem PartOf plant,plant HasSubevent want grow,underground stem HasSubevent want grow,yes,PartOf_HasSubevent
clause PartOf contract,contract HasSubevent meet sign contract,clause HasSubevent meet sign contract,yes,PartOf_HasSubevent
clause PartOf contract,contract HasSubevent study carefully,clause HasSubevent study carefully,yes,PartOf_HasSubevent
clause PartOf contract,contract HasSubevent earn money service render,clause HasSubevent earn money service render,yes,PartOf_HasSubevent
clause PartOf contract,contract HasSubevent money,clause HasSubevent money,yes,PartOf_HasSubevent
clause PartOf contract,contract HasSubevent take debt,clause HasSubevent take debt,yes,PartOf_HasSubevent
clause PartOf contract,contract HasSubevent talk lawyer,clause HasSubevent talk lawyer,yes,PartOf_HasSubevent
transport system PartOf plant,plant HasSubevent want grow,transport system HasSubevent want grow,yes,PartOf_HasSubevent
work LocatedNear job,job Causes go crazy,work Causes go crazy,yes,LocatedNear_Causes
work LocatedNear employment,employment Causes depression,work Causes depression,yes,LocatedNear_Causes
library LocatedNear study,study Causes much intelligence,library Causes much intelligence,yes,LocatedNear_Causes
bath LocatedNear shower,shower Causes skin become clean,bath Causes skin become clean,yes,LocatedNear_Causes
bath LocatedNear shower,shower Causes feel good,bath Causes feel good,yes,LocatedNear_Causes
bath LocatedNear shower,shower Causes smell good,bath Causes smell good,yes,LocatedNear_Causes
bath LocatedNear shower,shower Causes wrinkle finger,bath Causes wrinkle finger,yes,LocatedNear_Causes
bath LocatedNear shower,shower Causes smell nice,bath Causes smell nice,yes,LocatedNear_Causes
class LocatedNear work,work Causes creation,class Causes creation,yes,LocatedNear_Causes
class LocatedNear work,work Causes make enough money fee yourself,class Causes make enough money fee yourself,yes,LocatedNear_Causes
class LocatedNear work,work Causes body become tire,class Causes body become tire,yes,LocatedNear_Causes
class LocatedNear work,work Causes bank account increase,class Causes bank account increase,yes,LocatedNear_Causes
class LocatedNear work,work Causes rich rich,class Causes rich rich,yes,LocatedNear_Causes
class LocatedNear work,work Causes finish task,class Causes finish task,yes,LocatedNear_Causes
class LocatedNear work,work Causes feel exhaust,class Causes feel exhaust,yes,LocatedNear_Causes
paper LocatedNear write,write Causes get publish,paper Causes get publish,yes,LocatedNear_Causes
smoke LocatedNear fire,fire Causes firefighter go action,smoke Causes firefighter go action,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes human body becokme clean,shower Causes human body becokme clean,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes become clean,shower Causes become clean,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes become wet,shower Causes become wet,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes use soap,shower Causes use soap,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes get wet clean,shower Causes get wet clean,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes use lot water,shower Causes use lot water,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes skin wrinkle up temporarily,shower Causes skin wrinkle up temporarily,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes get cleaner,shower Causes get cleaner,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes tension ease,shower Causes tension ease,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes need towel,shower Causes need towel,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes nice warm,shower Causes nice warm,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes make yourself clean,shower Causes make yourself clean,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes use water,shower Causes use water,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes wetness,shower Causes wetness,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes cleanness,shower Causes cleanness,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes not fuck smell,shower Causes not fuck smell,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes dirt go away,shower Causes dirt go away,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes wet tub,shower Causes wet tub,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes seen naked,shower Causes seen naked,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes relaxation cleanliness,shower Causes relaxation cleanliness,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes wet skin,shower Causes wet skin,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes dirt remove pore,shower Causes dirt remove pore,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes get dog clean,shower Causes get dog clean,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes nudity,shower Causes nudity,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes refresh feel,shower Causes refresh feel,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes clean smell good,shower Causes clean smell good,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes body freshness,shower Causes body freshness,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes get fresh,shower Causes get fresh,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes personal cleanliness,shower Causes personal cleanliness,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes hygeine improve,shower Causes hygeine improve,yes,LocatedNear_Causes
shower LocatedNear bath,bath Causes clean skin,shower Causes clean skin,yes,LocatedNear_Causes
party LocatedNear alcohol,alcohol Causes dizziness dizziness cause accident,party Causes dizziness dizziness cause accident,yes,LocatedNear_Causes
game LocatedNear play,play Causes learn,game Causes learn,yes,LocatedNear_Causes
game LocatedNear play,play Causes get tire,game Causes get tire,yes,LocatedNear_Causes
game LocatedNear play,play Causes feel happy,game Causes feel happy,yes,LocatedNear_Causes
bank LocatedNear money,money Causes debt,bank Causes debt,yes,LocatedNear_Causes
moon LocatedNear star,star Causes gravitational pull,moon Causes gravitational pull,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes become thiner,exercise Causes become thiner,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes healthy,exercise Causes healthy,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes become lighter,exercise Causes become lighter,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes increase energy,exercise Causes increase energy,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes gain energy,exercise Causes gain energy,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes tight clothe fit better,exercise Causes tight clothe fit better,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes change clothe size,exercise Causes change clothe size,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes need new wardrobe,exercise Causes need new wardrobe,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes not heavy,exercise Causes not heavy,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes loose fit clothe,exercise Causes loose fit clothe,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes weight loss,exercise Causes weight loss,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes lighter body,exercise Causes lighter body,yes,LocatedNear_Causes
exercise LocatedNear lose weight,lose weight Causes decrease chance high blood pressure diabetes,exercise Causes decrease chance high blood pressure diabetes,yes,LocatedNear_Causes
restaurant LocatedNear eat,eat Causes stain shirt,restaurant Causes stain shirt,yes,LocatedNear_Causes
restaurant LocatedNear eat,eat Causes tooth need brush,restaurant Causes tooth need brush,yes,LocatedNear_Causes
restaurant LocatedNear eat,eat Causes decrease hunger,restaurant Causes decrease hunger,yes,LocatedNear_Causes
restaurant LocatedNear eat,eat Causes eaten,restaurant Causes eaten,yes,LocatedNear_Causes
die LocatedNear death,death Causes cessation cognition,die Causes cessation cognition,yes,LocatedNear_Causes
die LocatedNear death,death Causes sorrow,die Causes sorrow,yes,LocatedNear_Causes
die LocatedNear death,death Causes rebirth,die Causes rebirth,yes,LocatedNear_Causes
die LocatedNear death,death Causes decomposition,die Causes decomposition,yes,LocatedNear_Causes
die LocatedNear death,death Causes burial,die Causes burial,yes,LocatedNear_Causes
die LocatedNear death,death Causes life stop,die Causes life stop,yes,LocatedNear_Causes
horse LocatedNear fence,fence Causes sell ill get merchandice,horse Causes sell ill get merchandice,yes,LocatedNear_Causes
horse LocatedNear fence,fence Causes problem run,horse Causes problem run,yes,LocatedNear_Causes
horse LocatedNear fence,fence Causes problem run out,horse Causes problem run out,yes,LocatedNear_Causes
rest LocatedNear sleep,sleep Causes person feel better,rest Causes person feel better,yes,LocatedNear_Causes
rest LocatedNear sleep,sleep Causes wake up morning rest,rest Causes wake up morning rest,yes,LocatedNear_Causes
