Premise 1,Premise 2,Inferred,Gemini Response,Pattern
apple InheritsFrom person,person AtLocation out mind,apple AtLocation out mind,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation down pool,apple AtLocation down pool,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation advantage,apple AtLocation advantage,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation protest march,apple AtLocation protest march,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation convent,apple AtLocation convent,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation peace oneself,apple AtLocation peace oneself,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation podium,apple AtLocation podium,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation convenience store,apple AtLocation convenience store,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation house ill repute,apple AtLocation house ill repute,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation cybercafe,apple AtLocation cybercafe,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation floor unconscious,apple AtLocation floor unconscious,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation highway intersection,apple AtLocation highway intersection,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation ski lodge,apple AtLocation ski lodge,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation lobby hotel,apple AtLocation lobby hotel,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation underworld,apple AtLocation underworld,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation end road,apple AtLocation end road,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation corner grocer,apple AtLocation corner grocer,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation certain point life,apple AtLocation certain point life,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation once happy then suddenly sad,apple AtLocation once happy then suddenly sad,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation irratate,apple AtLocation irratate,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation take walk outdoors,apple AtLocation take walk outdoors,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation console computer,apple AtLocation console computer,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation open play,apple AtLocation open play,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation lose space,apple AtLocation lose space,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation up tree,apple AtLocation up tree,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation tree,apple AtLocation tree,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation tavern,apple AtLocation tavern,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation car dealership,apple AtLocation car dealership,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation trip car,apple AtLocation trip car,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation odds friend,apple AtLocation odds friend,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation lake swim,apple AtLocation lake swim,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation trash dump,apple AtLocation trash dump,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation trailor park,apple AtLocation trailor park,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation soldier,apple AtLocation soldier,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation infinity,apple AtLocation infinity,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation railway station,apple AtLocation railway station,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bus station,apple AtLocation bus station,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation planetarium,apple AtLocation planetarium,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation pearly gate,apple AtLocation pearly gate,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation wal-mart,apple AtLocation wal-mart,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation landfill,apple AtLocation landfill,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation assembly line,apple AtLocation assembly line,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation peace him]herself,apple AtLocation peace him]herself,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation odds another person,apple AtLocation odds another person,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hall,apple AtLocation hall,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation quandary,apple AtLocation quandary,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation unemployment office,apple AtLocation unemployment office,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation deep trance,apple AtLocation deep trance,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation exercise increase physical activity,apple AtLocation exercise increase physical activity,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation live room,apple AtLocation live room,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation basketball game,apple AtLocation basketball game,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation death row ,apple AtLocation death row ,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation intensive care,apple AtLocation intensive care,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation exactly 't,apple AtLocation exactly 't,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation somewhere naughty,apple AtLocation somewhere naughty,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation deep trouble,apple AtLocation deep trouble,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation porch,apple AtLocation porch,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation grandmother house,apple AtLocation grandmother house,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation lecture,apple AtLocation lecture,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation sea level,apple AtLocation sea level,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation event,apple AtLocation event,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation student,apple AtLocation student,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation boat,apple AtLocation boat,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation brink mental breakdown,apple AtLocation brink mental breakdown,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation eye doctor office,apple AtLocation eye doctor office,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation roller coaster,apple AtLocation roller coaster,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hide behind bush,apple AtLocation hide behind bush,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation copy machine,apple AtLocation copy machine,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation president desk,apple AtLocation president desk,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation sperm bank,apple AtLocation sperm bank,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation disney world,apple AtLocation disney world,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hot air balloon,apple AtLocation hot air balloon,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation california,apple AtLocation california,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation mother house,apple AtLocation mother house,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation alibrary read,apple AtLocation alibrary read,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation vacation,apple AtLocation vacation,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation crowd room,apple AtLocation crowd room,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation peaceful,apple AtLocation peaceful,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation rainforest,apple AtLocation rainforest,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bend,apple AtLocation bend,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation shoe store,apple AtLocation shoe store,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation streetlight,apple AtLocation streetlight,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation rehearsal,apple AtLocation rehearsal,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation gate,apple AtLocation gate,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation different nationality,apple AtLocation different nationality,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation skyscraper,apple AtLocation skyscraper,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation foot,apple AtLocation foot,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation odds themselves,apple AtLocation odds themselves,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation peace within themselves,apple AtLocation peace within themselves,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation montana,apple AtLocation montana,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation south pole,apple AtLocation south pole,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation manager,apple AtLocation manager,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation crucial crossroad live,apple AtLocation crucial crossroad live,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation tizzy,apple AtLocation tizzy,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation upstairs,apple AtLocation upstairs,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation upper floor,apple AtLocation upper floor,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation record studio,apple AtLocation record studio,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation mexican restaurant,apple AtLocation mexican restaurant,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation rendezvous,apple AtLocation rendezvous,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation zion national park,apple AtLocation zion national park,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation national park,apple AtLocation national park,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation land nod,apple AtLocation land nod,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation computer terminal,apple AtLocation computer terminal,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation up,apple AtLocation up,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation end world,apple AtLocation end world,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation carwash,apple AtLocation carwash,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation loo,apple AtLocation loo,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation flea market,apple AtLocation flea market,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation middle road,apple AtLocation middle road,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation jazz festival,apple AtLocation jazz festival,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation bench,apple AtLocation bench,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation reace,apple AtLocation reace,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation mortuary,apple AtLocation mortuary,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation next open window,apple AtLocation next open window,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation rock,apple AtLocation rock,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation hide behind door,apple AtLocation hide behind door,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation oxford,apple AtLocation oxford,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation silly mid-off,apple AtLocation silly mid-off,yes,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation luncheon,apple AtLocation luncheon,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation lose own thought,apple AtLocation lose own thought,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation peace themselves,apple AtLocation peace themselves,no,InheritsFrom_AtLocation
apple InheritsFrom person,person AtLocation begin maze,apple AtLocation begin maze,no,InheritsFrom_AtLocation
